MAL_ID,Genres_x,Japanese name
2839,"Action, Comedy, Mecha, Sci-Fi",ARIEL (エリアル) VISUAL
2840,"Comedy, Parody",ようこそロードス島へ！
2842,"Adventure, Fantasy",ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！
2847,"Action, Adventure, Comedy, Drama, Fantasy, Kids",ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ
2848,"Adventure, Demons, Shounen",河童のクゥと夏休み
2851,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",忍空
2876,"Fantasy, Kids",星のオルフェウス
2881,"Action, Military, Drama, Seinen",沈黙の艦隊
2882,"Kids, Adventure, Fantasy, Historical, Sci-Fi",アニメ 親子劇場
2884,"Action, Comedy",아치와 씨팍
2885,"Comedy, Shounen",がんばれゴエモン
2889,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",劇場版 BLEACH The DiamondDust Rebellion もう一つの氷輪丸
2890,"Adventure, Fantasy",崖の上のポニョ
2891,Fantasy,イバラード時間
2892,"Comedy, Fantasy",ハクション大魔王
2895,Adventure,くじらとり
2897,Comedy,なんだろう
2899,Mystery,ひぐらしのなく頃に 猫殺し編
2901,"Action, Comedy, Mystery, Police",こちら葛飾区亀有公園前派出所　ＴＨＥ　ＭＯＶＩＥ
2903,"Action, Comedy, Martial Arts, School, Shounen",魁!!男塾
2904,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",コードギアス 反逆のルルーシュ 続編
2905,"Super Power, Ecchi, Martial Arts, School",一騎当千 Dragon Destiny
2906,"Action, Sci-Fi, Space, Mecha",六神合体ゴッドマーズ 十七歳の伝説
2907,"Comedy, Sci-Fi",サイボーグクロちゃん
2910,"Comedy, Ecchi",こいこい7
2911,"Drama, Magic, Romance, Shounen",京四郎と永遠（とわ）の空
2912,"Slice of Life, Comedy",おはよう！スパンク
2913,"Adventure, Drama",大草原の小さな天使　ブッシュベイビー
2915,"Drama, Historical",地球が動いた日
2916,"Mecha, Shounen",元気爆発ガンバルガー
2920,"Action, Drama, Shounen, Sports",あしたのジョー (1980)
2921,"Action, Drama, Shounen, Slice of Life, Sports",あしたのジョー２
2922,"Drama, Sports",あしたのジョー２
2923,"Comedy, Magic, School, Shoujo",しゅごキャラ！
2924,"Mystery, Drama, Romance",ef - a tale of memories.
2926,"Drama, Romance, School",マイセルフ; ユアセルフ
2927,"Drama, Romance, School",キミキス pure rouge
2928,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama",.HACK//G.U. RETURNER
2929,"Adventure, Drama, Sci-Fi, Space",ムーンライトマイル 2ndシーズン -Touch down-
2930,Comedy,天才？Dr.ハマックス
2931,"Slice of Life, Supernatural, Mystery",もっけ
2933,"Action, Sci-Fi, Comedy, Police",未来警察ウラシマン
2934,Comedy,しあわせソウのオコジョさん
2937,Shoujo,メイクアップ！ セーラー戦士
2938,Music,アイドル伝説えり子
2941,"Action, Mecha, Sci-Fi",엘리시움
2942,"Slice of Life, Comedy",スケッチブック ～full color's～
2947,"Kids, Magic, Shoujo",おジャ魔女どれみ♯
2948,"Kids, Magic, Shoujo",も～っと！おジャ魔女どれみ カエル石のひみつ
2950,"Kids, Slice of Life",どうぶつの森
2951,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen",銀魂〜何事も最初が肝心なので多少背伸びするくらいが丁度良い〜
2952,"Action, Fantasy, Super Power",ファイナルファンタジーVII アドベントチルドレンコンプリート
2953,"Music, Slice of Life, Kids",笑顔
2954,Comedy,マリア様にはないしょ。
2961,"Action, Fantasy, Kids, Sci-Fi",デジモンアドベンチャー 劇場版
2962,"Adventure, Fantasy, Kids, Sci-Fi",映画 デジモンアドベンチャー０２
2963,"Slice of Life, Comedy, School",みなみけ
2964,"Sci-Fi, Drama, Shoujo Ai",BLUE DROP ～天使達の戯曲～
2965,"Mystery, Sci-Fi",素敵探偵☆ラビリンス
2966,"Adventure, Fantasy, Historical, Romance",狼と香辛料
2967,"Comedy, Ecchi, Mystery, School, Supernatural",最終試験くじら
2969,"Action, Mecha, Military, Sci-Fi",エクスマキナ
2970,"Adventure, Fantasy, Magic, Shounen",ナイトウィザード
2971,"Adventure, Comedy, Demons, Fantasy, Shoujo",今日からマ王！R
2972,"Adventure, Military, Demons, Mystery",禁断の黙示録 クリスタルトライアングル
2973,"Fantasy, Sci-Fi",炎トリッパー
2974,"Space, Mecha, Drama, Sci-Fi",ザ・ヒューマノイド 哀の惑星レザリア
2978,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",新ゲッターロボ
2980,"Action, Adventure, Fantasy, Magic, Mecha",空想科学世界ガリバーボーイ
2981,"Drama, Historical, Horror",地下幻燈劇画 少女椿
2983,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School",デジタル・デビル物語〈ストーリ〉 女神転生
2985,"Mystery, Comedy, Demons, Supernatural, Shounen",魔人探偵 脳噛ネウロ
2986,"Comedy, School, Seinen, Sports",バンブーブレード
2987,"Action, Sci-Fi, Adventure, Space, Mecha",銀河漂流バイファム
2993,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",ロザリオとバンパイア
2994,"Mystery, Police, Psychological, Supernatural, Thriller",ディレクターズカット完全決着版 〜リライト
2997,"Historical, Drama, Fantasy",火の鳥　鳳凰編
2998,"Sci-Fi, Space, Drama, Fantasy",火の鳥　宇宙編
2999,"Drama, Historical",火の鳥・ヤマト編
3000,"Action, Comedy, Police, Shounen",逮捕しちゃうぞ フルスロットル
3001,"Comedy, School, Seinen, Supernatural",もやしもん
3002,"Game, Psychological, Thriller, Seinen",逆境無頼カイジ Ultimate Survivor
3003,"Drama, Fantasy",ゆめだまや奇談
3004,"Magic, Fantasy",セイント・ビースト～幾千の昼と夜 編～
3005,"Adventure, Drama, Fantasy, Shounen",影技 SHADOW SKILL
3006,"Comedy, Slice of Life",あたしンち
3007,"Music, Shounen Ai",BRONZE KoJI NANJo cathexis
3008,"Adventure, Comedy, Mecha",タイムボカンシリーズ ヤッターマン
3009,"Action, Drama, Shounen, Sports",タイガーマスク
3010,"Adventure, Historical, Shounen",快傑ゾロ
3011,"Romance, School",よつのは
3012,"Sports, Shounen",激闘! クラッシュギアTURBO
3014,"Action, Military, Sci-Fi, Space",銀河英雄伝説:わが征くは星の大海
3015,"Action, Military, Sci-Fi, Space, Drama",銀河英雄伝説外伝　黄金の翼
3016,"Action, Drama, Military, Sci-Fi, Space",銀河英雄伝説外伝　新たなる戦いの序曲[オーヴァチュア]
3019,"Action, Adventure, Mystery, Comedy, Seinen",ルパン三世 霧のエリューシヴ
3020,"Comedy, School, Shounen, Slice of Life",Gu-Guガンモ
3021,"Action, Comedy, Super Power, Romance, School",夢戦士ウイングマン
3022,"Action, Romance, School, Sci-Fi",はーいステップジュン
3023,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",エスパー魔美
3024,"Action, Mystery, Romance, Fantasy, Shoujo",リボンの騎士
3025,"Action, Fantasy, Magic",ドラゴンスレイヤー英雄伝説 王子の旅立ち
3026,"Sci-Fi, Comedy, Drama, Romance",COMPILER
3027,"Action, Adventure, Drama, Martial Arts",真救世主伝説 北斗の拳 ユリア伝
3028,"Action, Fantasy, Military, Sci-Fi",クラスターエッジ ~Secret Episode~
3031,"Adventure, Comedy, Drama, Fantasy, Shounen",デジモンフロンティア 古代デジモン（オニスモン）復活！！
3032,"Adventure, Drama, Sci-Fi, Shounen",デジモンテイマーズ 冒険者たちの戦い
3033,"Adventure, Comedy, Sci-Fi, Shounen",デジモンテイマーズ 暴走デジモン特急
3035,"Action, Sci-Fi, Demons",超音戦士ボーグマン
3036,"Action, Adventure, Comedy, Romance, Shounen",飛べ！イサミ
3037,"Comedy, Fantasy",GS美神 極楽大作戦!!
3043,"Fantasy, Romance, Shoujo",アンデルセン童話 にんぎょ姫
3044,"Action, Sci-Fi, Adventure, Mecha, Shounen",鉄腕アトム
3051,"Fantasy, Music, Romance, Shoujo",映画　Yes! プリキュア５　鏡の国のミラクル大冒険！
3053,"Comedy, Drama, Shounen, Sports",がんばれ！キッカーズ
3054,"Adventure, Historical, Drama, Shoujo",ラ・セーヌの星
3057,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai",LOVELESS おはよう ラブレスくーん
3059,"Adventure, Mecha, Sci-Fi, Shounen, Space",忍者戦士飛影
3060,"Action, Sci-Fi, Mecha",ダロス
3061,"Adventure, Mecha, Historical, Sci-Fi",機神兵団
3064,"Action, Adventure, Seinen, Thriller",傷追い人
3065,"Action, Adventure, Fantasy, Comedy",おざなりダンジョン 風の塔
3067,"Action, Military, Sci-Fi, Space, Drama",さらば宇宙戦艦ヤマト・愛の戦士たち
3069,"Action, Military, Sci-Fi, Adventure, Space, Drama",ヤマトよ永遠に
3070,"Action, Fantasy, Mecha, Military, Sci-Fi, Space",惑星大怪獣　ネガドン
3071,"Action, Military, Sci-Fi, Space, Drama",宇宙戦艦ヤマト 新たなる旅立ち
3072,"Action, Military, Sci-Fi, Adventure, Space, Drama",宇宙戦艦ヤマト・完結編
3073,"Kids, Comedy",ロビーとケロビー
3075,"Adventure, Historical, Sci-Fi",トンデラハウスの大冒険
3076,"Magic, Romance, Shoujo",美少女戦士セーラームーンSuperSスペシャル
3077,"Comedy, Psychological, Supernatural, Drama, Seinen",笑ゥせぇるすまん
3079,"Space, Mecha, Military, Sci-Fi",蒼き流星SPTレイズナー
3080,"Action, Parody",アニメ店長
3081,"Action, Romance, Shoujo, Sports",アタッカーＹＯＵ！
3085,"Sci-Fi, Comedy, Ecchi",こはるびより
3086,"Action, Sci-Fi, Fantasy",ストレイト・ジャケット
3087,"Action, Sci-Fi",センコロール
3088,"Slice of Life, Romance",東京マーブルチョコレート
3089,"Drama, Military",スカイ・クロラ
3090,"Comedy, Magic, Romance, Seinen, Supernatural",ああっ女神さまっ 闘う翼
3091,"Mystery, Comedy, Psychological, Supernatural, Drama",×××HOLiC・継
3092,"Comedy, Drama, Romance, Shounen Ai",純情ロマンチカ
3095,"Ecchi, Comedy, Supernatural",その気にさせてよ myマイ舞
3098,"Action, Mecha, Sci-Fi",出撃！マシンロボレスキュー
3099,"Action, Fantasy, Mecha, Super Power",獣戦士ガルキーバ
3100,"Action, Parody",仮面ライダーSD 怪奇!?クモ男
3101,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen",F-ZERO ファルコン伝説
3104,"Action, Military, Sci-Fi",ガイスターズ FRACTIONS OF THE EARTH
3110,"Drama, Historical",風の中の少女 金髪のジェニー
3111,"Drama, Seinen, Sports",茄子 スーツケースの渡り鳥
3112,"Ecchi, Magic, Comedy, Parody",パピヨンローゼ
3113,"Comedy, Slice of Life",ピンキーストリート
3114,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",小さな巨人ミクロマン
3115,"Action, Adventure, Romance, Sci-Fi",時空[とき]の旅人 Time Stranger
3116,"Action, Cars, Sports, Kids, Shounen",ダッシュ！四駆郎
3120,"Drama, Romance, Slice of Life",ボビーに首ったけ
3121,"Comedy, Ecchi, School",こどものじかん OVA
3125,"Comedy, Fantasy, Romance, Shoujo, Vampire",ときめきトゥナイト
3127,"Action, Adventure, Comedy",カリフォルニア・クライシス　追撃の銃火
3129,"Comedy, Horror",怪物くん
3130,"Comedy, Horror, Kids",怪物くん (1980)
3131,"Sports, Shounen",あした天気になあれ
3132,"Adventure, Historical",冒険者－THE MAN WAS FROM SPAIN－
3135,"Action, Adventure, Fantasy, Mecha, Sci-Fi",ドラゴンズヘブン
3136,"Parody, Magic, Comedy",おちゃめ神物語コロコロポロン
3137,"Adventure, Sports",釣りキチ三平
3138,"Comedy, Drama","ソルティレイ すれ違うキモチで, 想い合うココロで."
3146,"Adventure, Mecha, Military, Sci-Fi, Shounen",GR -ジャイアントロボ-
3147,"Action, Drama",め組の大吾 火事場のバカヤロー
3151,"Adventure, Mecha, Sci-Fi",幻影闘士バストフレモン
3152,"Action, Adventure, Psychological, Sci-Fi",DOWN LOAD 南無阿弥陀仏は愛の詩
3153,"Action, Adventure, Sci-Fi, Shounen",科学忍者隊 ガッチャマン
3154,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",GATCHAMAN
3155,"Action, Comedy, Kids, Shoujo",きんぎょ注意報！
3157,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",がぁーでぃあんHearts ぱわーあっぷ！
3159,"Slice of Life, Comedy, Romance, School",Ｔｈｅかぼちゃワイン
3162,"Adventure, Drama, Historical, Slice of Life",牧場の少女カトリ
3164,"Slice of Life, Comedy, School",一期一会 恋バナ友バナ
3165,"Slice of Life, Comedy, School, Seinen",ひだまりスケッチ 特別編
3166,"Action, Sci-Fi, Horror, Fantasy",アヤカシ
3167,"Sci-Fi, Slice of Life",イヴの時間
3174,"Comedy, Romance, Slice of Life, Supernatural",sola
3175,"Action, Adventure, Comedy, Sci-Fi, Drama",海底超特急　マリン・エクスプレス
3176,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",熱沙の覇王ガンダーラ
3178,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",変幻退魔夜行 カルラ舞う！ 奈良怨霊絵巻
3180,"Comedy, Fantasy, Kids",まんがイソップ物語
3182,"Comedy, Josei, Romance, Slice of Life",まっすぐにいこう。第2期
3183,"Action, Sci-Fi, Adventure, Space, Drama, Shounen",マップス 伝説のさまよえる星人たち
3185,"Adventure, Comedy, Fantasy, Magic",フォーチュン·クエストL
3186,"Drama, Romance, Fantasy",世界名作童話 白鳥の湖
3190,"Sci-Fi, Shounen",ギターを持った少年 -キカイダーVSイナズマン-
3192,"Action, Sci-Fi, Adventure, Fantasy",扉を開けて
3193,"Action, Sci-Fi, Adventure, Comedy, Shounen",アソボット戦記五九
3194,"Drama, Fantasy, Kids, Romance",人魚姫 マリーナの冒険
3196,"Drama, Historical, Kids, Shoujo, Slice of Life",若草のシャルロット
3199,"Slice of Life, Adventure",七つの海のティコ
3201,"Fantasy, Kids",セレンディピティ物語 ピュア島の仲間たち
3202,"Fantasy, Kids",大好き！ハローキティ
3203,"Comedy, School, Shoujo",ちびまる子ちゃん (1990)
3205,Ecchi,くりぃむレモン レモンエンジェル
3210,"Comedy, Romance, Yaoi",異国色恋浪漫譚
3213,"Action, Comedy, Shounen, Sports",がんばれ元気
3214,"Action, Adventure, Super Power",小助さま力丸さま-コンペイ島の竜-
3215,Historical,冬の日
3218,"Adventure, Shounen, Supernatural",幻想魔伝 最遊記
3219,"Sci-Fi, Slice of Life, Comedy, School",がくえんゆーとぴあ まなびストレート！夏だ! まなびだ! 強化合宿だ!
3221,"Adventure, Comedy, Parody, Fantasy",灼眼のシャナたん＠劇場版Ver
3222,"Action, Mecha, Sci-Fi, Super Power",キディ・グレイド 劇場版 第二部:氾濫篇
3223,"Action, Mecha, Sci-Fi, Super Power",キディ・グレイド　劇場版　第三部:黎明篇
3225,"Comedy, School, Slice of Life",みなみけ～おかわり～
3226,"Comedy, Drama, Shounen, Sports",メジャー　（第4シリーズ)
3227,"Action, Fantasy, Military, Historical, Shoujo",遙かなる時空の中で3 紅の月
3228,"Comedy, Parody, School, Shounen",俗・さよなら絶望先生
3229,"Comedy, Ecchi, Harem, Parody, Romance",君が主で執事が俺で
3230,"Adventure, Comedy, Fantasy",ドルアーガの塔 〜the Aegis of URUK〜
3231,"Action, Drama, Military, Sci-Fi",ガンスリンガー ガール -IL TEATRINO-
3232,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",万能文化猫娘
3234,"Action, Sci-Fi, Seinen",Mission:Extra:「R&B」
3235,"Action, Space, Super Power, Sci-Fi, Shounen",マグマ大使
3243,"Comedy, Seinen",エレキング The Animation
3245,"Mystery, Shounen",金田一少年の事件簿SP
3247,"Ecchi, Comedy, Harem, Romance",ラブひなFINAL SELECTION ～アニメ総集編&LOVE HINA LIVE in 東京BAY N.K.～
3248,"Action, Supernatural, Historical, Drama",天保異聞 妖奇士 奇士神曲
3251,"Action, Kids",はたらキッズマイハム組
3252,"Sci-Fi, Mecha",슈퍼특급 마징가 7
3256,"Mecha, Military, Sci-Fi, Space",装甲騎兵ボトムズ ペールゼン・ファイルズ
3258,"Space, Horror, Sci-Fi",LILY-C.A.T.
3259,Ecchi,レモンエンジェル
3264,Ecchi,レモンエンジェル
3265,"Magic, Romance, Comedy",プリンセスチュチュ
3266,"Comedy, Drama, Romance",藍より青し～縁～ Miyuki
3267,Fantasy,キングダム・オブ・カオス 〜ボーン・トゥー・キル〜
3268,Sci-Fi,舞－乙HiME ０～S.ifr～
3269,"Action, Fantasy, Game, Sci-Fi",.hack//G.U. Trilogy
3270,"Drama, Mecha, Sci-Fi, Shounen, Sports",IGPX -Immortal Grand Prix-
3271,"Sci-Fi, Adventure, Mecha",爆闘宣言ダイガンダー
3272,"Adventure, Comedy, Sports, Shounen",キン肉マン
3273,"Action, Comedy, Sports, Shounen",キン肉マン (キン肉マン 奪われたチャンピオンベルト)
3274,"Action, Comedy, Sports, Shounen",キン肉マン 大暴れ！正義超人
3275,"Action, Comedy, Sports, Shounen",キン肉マン 正義超人ＶＳ古代超人
3276,"Action, Comedy, Sports, Shounen",キン肉マン 逆襲！宇宙かくれ超人
3277,"Action, Comedy, Sports, Shounen",キン肉マン 晴れ姿！正義超人
3278,"Action, Comedy, Sports, Shounen",キン肉マン ニューヨーク危機一髪！
3279,"Action, Comedy, Sports, Shounen",キン肉マン 正義超人ＶＳ戦士超人
3280,"Action, Comedy, Sports, Shounen",キン肉マン 決戦!7人の正義超人vs宇宙野武士
3281,"Action, Comedy, Sports, Shounen",キン肉マン　キン肉星王位争奪編
3285,"Magic, School, Shoujo",ひみつのアッコちゃん
3287,"Sci-Fi, Mecha",天空断罪スケルターヘブン
3288,"Action, Military, Space, Mecha",ガンダムEVOLVE
3290,"Fantasy, Comedy, Kids",バンパイヤン・キッズ
3292,"Comedy, School, Seinen",ぽてまよ
3294,"Space, Mecha, Military, Mystery, Sci-Fi",合身戦隊メカンダーロボ
3295,"Adventure, Comedy, Parody",ヤッターマン
3297,"Sci-Fi, Slice of Life, Fantasy, Shounen",ARIA The ORIGINATION
3298,"Adventure, Comedy, Drama, Romance, Fantasy, Josei",破天荒遊戯
3299,"Harem, Romance, School",H2O ~FOOTPRINTS IN THE SAND~
3305,"Mecha, Sci-Fi",無敵鋼人ダイターン３
3306,"Romance, Drama, Seinen",青き炎
3312,"Slice of Life, Comedy, Sci-Fi, Shounen",ドクタースランプ
3313,"Adventure, Mystery, Comedy, Historical",モンタナ・ジョーンズ
3315,"Action, Sci-Fi, Police, Mecha",機甲警察 メタルジャック
3317,"Sci-Fi, Adventure",宇宙船サジタリウス
3318,"Drama, Romance",君が望む永遠 OVA
3320,Shoujo,ハーバーライト物語 ファッションララより
3322,"Adventure, Fantasy, Shounen, Supernatural",我が家のお稲荷さま。
3323,"Action, Sci-Fi, Drama",KITE LIBERATOR (カイト リベレイター)
3325,"Action, Mecha, Sci-Fi, Shounen",勇者エクスカイザー
3326,"Dementia, Drama, Historical, Psychological",カフカ 田舎医者
3327,"Action, Adventure, Mecha, Sci-Fi",巨神ゴーグ〈ジャイアントゴーグ〉
3328,"Comedy, Parody, Magic, Ecchi",School Days ～マジカルハート☆こころちゃん～
3332,"Comedy, Shounen",ストップ！！ひばりくん！
3335,"Drama, Historical, Romance, Shoujo, Slice of Life",はいからさんが通る
3336,Fantasy,めざめの方舟
3342,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",Mnemosyne－ムネモシュネの娘たち－
3345,"Slice of Life, Comedy, Romance, Shoujo",みかん絵日記
3349,"Action, Comedy, Sci-Fi, Super Power",キディ・ガーランド
3352,"Action, Adventure, Comedy, Mecha, Sci-Fi",天元突破 グレンラガン  見てえものは見てえんだ!!
3354,"Action, Horror, Supernatural, Shounen",ZOMBIE-LOAN ゾンビローン
3355,Adventure,ふぉうちゅんドッグす
3356,"Magic, Fantasy, School, Shoujo",魔法使いサリー
3358,"Comedy, Drama, Martial Arts",紅
3359,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural",あまつき
3361,"Action, Sci-Fi, Mecha",ＵＦＯ戦士ダイアポロン
3362,Magic,オシャレ魔女 ラブ and ベリー しあわせのまほう
3363,"Action, Sci-Fi",RD 潜脳調査室
3366,"Action, Sci-Fi, Super Power",ペルソナ 〜トリニティ・ソウル〜
3367,Historical,ふるさとJAPAN
3369,"Game, Historical, Shounen",勝負師伝説哲也
3371,"Action, Military, Sci-Fi, Space, Drama",銀河英雄伝説外伝／千億の星、千億の光
3372,Adventure,RGBアドベンチャ
3375,"Comedy, Drama, Romance, Yaoi",キレパパ。
3381,"Sci-Fi, Adventure",ふしぎの海のナディア おまけ劇場
3388,"Magic, Shoujo",魔女っ子メグちゃん
3389,Action,BUS GAMER
3390,"Sci-Fi, Adventure, Fantasy",星の海のアムリ
3391,"Comedy, Ecchi, School",まいっちんぐマチコ先生
3392,"Harem, Music, Romance, School, Shoujo",金色のコルダ ~primo passo~ ひと夏のアンコール
3394,"Romance, Drama, Shounen",きまぐれオレンジ☆ロード 少年ジャンプ・スペシャル
3398,"Action, Martial Arts, Super Power, Sci-Fi",新・破裏拳ポリマー
3399,"Action, Mecha, Sci-Fi, Space",六神合体ゴッドマーズ
3401,"Adventure, Fantasy",或る旅人の日記
3406,"Comedy, Mecha, Sci-Fi",アイドルマスター ゼノグラシア
3407,"Action, Sci-Fi",ブラスレイター
3410,"Comedy, Mecha, Military, Sci-Fi",スカイガールズ
3414,Comedy,フラカッパー
3417,"Comedy, Ecchi, Magic",やわらか三国志 突き刺せ!! 呂布子ちゃん
3418,"Action, Comedy, Parody",ジャングルの王者ターちゃん
3419,"Comedy, Ecchi, Martial Arts, Romance",すもももももも ～地上最強のヨメ～
3420,"Drama, Fantasy, Psychological, Supernatural, Thriller",シゴフミ
3421,"Comedy, Drama, School, Shoujo",こどものおもちゃ OVA
3424,"Drama, Historical, Kids, Slice of Life",ポルフィの長い旅
3425,"Adventure, Slice of Life, Kids",名犬ラッシー
3429,"Mecha, Sci-Fi",Blame! Extra Log:Collapsed Data
3430,"Action, Mecha, Sci-Fi",BLAME! (2007)
3432,"Action, Adventure, Comedy, Mecha",超魔神英雄伝ワタル
3433,"Sci-Fi, Sports",剛Q超児イッキマン
3434,"Adventure, Cars, Kids",へーい！ブンブー
3435,"Historical, Mystery, Shoujo",女王陛下のプティアンジェ
3436,"Adventure, Kids, Sci-Fi",ミームいろいろ夢の旅
3437,"Comedy, Shounen",ミスター味っ子
3438,"Action, Shounen, Sports",燃えろ! トップストライカー
3444,"Action, Sci-Fi, Space, Super Power",ザ☆ウルトラマン
3446,"Action, Horror, Sci-Fi",バイオハザード ディジェネレーション
3447,"Sci-Fi, Comedy, Mecha",攻殻機動隊 ウチコマナ日々
3448,"Action, Police",マッド★ブル34
3449,"Slice of Life, Comedy, Supernatural, Drama",かみちゅ!
3451,"Adventure, Sci-Fi",スペース・オズの冒険
3455,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",To LOVEる -とらぶる-
3456,"Romance, School, Shoujo Ai",Candy☆Boy:Side Story For Archive
3457,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",ヴァンパイア騎士〈ナイト〉
3458,"Cars, Comedy, Police, Kids",ピポパポパトルくん
3460,"Kids, Adventure, Fantasy",ボスコアドベンチャー
3461,"Adventure, Fantasy",幻想叙譚エルシア
3462,"Drama, Shoujo, Slice of Life",ＭＩＮＫＹ　ＭＯＭＯ　ｉｎ　夢にかける橋
3463,Sci-Fi,Ａ・ＬＩ・ＣＥ
3464,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",ケメコデラックス！
3465,"Drama, Historical, Military",NAGASAKI・1945 アンゼラスの鐘
3466,"Adventure, Psychological, Fantasy",キノの旅 -the Beautiful World- 塔の国 -Free Lance-
3467,"Comedy, Romance",乃木坂春香の秘密
3468,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",マリア様がみてる
3469,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai",マリア様がみてる～春～
3470,"Comedy, Romance, School, Shoujo",スペシャル・エー
3472,Comedy,展覧会の絵
3473,Parody,創世記
3474,Parody,プッシュ
3475,"Historical, Horror, Martial Arts, Samurai",村正
3480,"Action, Sci-Fi, Shoujo",那由他
3481,"Action, Mecha, Sci-Fi, Shounen",グレンダイザー・ゲッターロボＧ・グレートマジンガー 決戦！大海獣
3482,"Sports, Comedy, School",マドンナ
3483,"Comedy, Drama, Romance, Seinen",めぞん一刻～移りゆく季節の中で～
3484,"Comedy, Drama, Romance, Seinen",プレリュードめぞん一刻 プレリュード めぐる春の桜のように...
3485,"Sci-Fi, Comedy, Mecha",攻殻機動隊 STAND ALONE COMPLEX:Section9 Science File “タチコマな日々”
3486,"Action, Sci-Fi, Adventure, Mecha",勇者特急マイトガイン
3488,"Drama, Historical, Romance",源氏物語
3490,Sci-Fi,零花～rayca
3493,Adventure,流星のロックマン トライブ
3496,"Historical, Fantasy",黄金の法　エル・カンターレの歴史観
3497,Romance,ステディ×スタディ
3498,"Action, Historical, Demons, Martial Arts, Samurai",新 鬼武者 DAWN OF DREAMS THE STORY
3499,"Adventure, Sci-Fi, Shounen",ダイノゾーン
3500,Comedy,ユメミル、アニメ「onちゃん」
3501,"Adventure, Fantasy, Historical, Romance",ウエルベールの物語 ～Sisters of Wellber～ 第二幕
3503,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",かのこん
3505,"Action, Adventure, Martial Arts, Mecha, Super Power, School",勇者指令ダグオン
3506,"Dementia, Music, Sci-Fi",Connected
3507,"Dementia, Drama, Music, Psychological, School, Supernatural",サバイバル
3508,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha",ジーニアスパーティー
3509,"Action, Martial Arts, Super Power, Seinen",力王 等括地獄
3511,"Action, Martial Arts, Super Power, Seinen",力王2 「滅びの子」
3512,"Comedy, Drama, Shoujo",天使なんかじゃない
3513,"Slice of Life, Romance, Supernatural",誕生～Ｄｅｂｕｔ～
3514,Comedy,のらみみ
3515,"Action, Fantasy, Shounen, Super Power",聖闘士星矢 冥王ハーデス エリシオン編
3516,"Slice of Life, Comedy",ハル&ボンス
3517,"Slice of Life, Comedy",ＮＥＷ ハル＆ボンス
3518,"Fantasy, Kids",銀河の魚~URSA minor BLUE~
3519,Comedy,ガラクタ通りのステイン
3522,"Action, Sci-Fi, Super Power",超人ロック
3525,"Action, Sci-Fi, Music, Dementia, Horror",EXTRA (エクストラ)
3533,"Action, Magic",学園都市ヴァラノワール 上巻
3535,Comedy,猫ラーメン
3545,"Slice of Life, Comedy, Police",こちら葛飾区亀有公園前派出所 (1996)
3546,"Comedy, Police",こちら葛飾区亀有公園前派出所
3547,"Comedy, Police",こちら葛飾区亀有公園前派出所　ＴＨＥ　ＭＯＶＩＥ２　ＵＦＯ襲来！トルネード大作戦！！
3549,"Action, Adventure, Shounen",アリソンとリリア
3550,"Sports, Comedy",みどりのマキバオー
3561,"Adventure, Mecha, Sci-Fi, Shounen",電脳冒険記ウェブダイバー
3568,"Comedy, Shounen, Sports",ガンバリスト! 駿
3570,"Adventure, Fantasy, Kids, Slice of Life",やどさがし
3571,"Adventure, Cars",マッハGoGoGo
3572,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",マクロスF（フロンティア）
3573,"Magic, Parody",もえがく★５
3574,"Action, Mystery, Police",スイッチ
3575,"Comedy, Parody",菅井君と家族石 THE MOVIE
3576,"Adventure, Kids, Fantasy",古代王者 恐竜キング Ｄキッズアドベンチャー
